#|num|weight|mean|covariance matrix|
|0|1222.46661759|-12.1605831751 5.10380628532 -17.9484969147|44.7560390723 14.3896954062 -30.9663372347 14.3896954062 63.3335282124 -15.8449455258 -30.9663372347 -15.8449455258 57.2782122613|
|1|1280.21900093|-0.392512099739 12.6388312356 -32.2711835237|34.335508052 -11.0499690249 -10.4810902702 -11.0499690249 28.9765268541 3.67987227539 -10.4810902702 3.67987227539 41.708178362|
|2|539.317165057|-5.82323806392 -5.78856644398 -13.8170461846|54.5786626804 -10.1487708178 -13.675371668 -10.1487708178 49.5524968428 9.21652590835 -13.675371668 9.21652590835 70.6814054849|
|3|1794.94921691|16.0845542759 1.76555940966 -34.8098535652|40.6271226414 -1.54169381517 4.25232084458 -1.54169381517 54.4894498325 -3.46931687679 4.25232084458 -3.46931687679 29.6564037162|
|4|1134.34869363|0.602578812732 11.693104187 -10.8194781281|46.3592440557 3.14739053705 -19.9009551464 3.14739053705 91.0953866373 -29.1147786871 -19.9009551464 -29.1147786871 53.1295387141|
|5|2417.84697494|-5.89781212899 25.4045413558 -17.3959152466|39.7653731519 14.1904984484 -6.2026819623 14.1904984484 49.7988536372 -8.2819124066 -6.2026819623 -8.2819124066 35.0595159059|
|6|403.855443667|3.37695352795 6.94590926657 -25.7249479424|86.4330903177 6.63056806948 -37.0484341859 6.63056806948 104.166233529 -2.85159458861 -37.0484341859 -2.85159458861 61.0895256374|
|7|718.568152434|4.88933252374 17.8890270777 -25.7139104314|71.6533957001 -12.3480457758 -29.3072510436 -12.3480457758 65.7369574587 14.4018299095 -29.3072510436 14.4018299095 59.3277967507|
|8|2248.79873021|-18.8205262657 -1.70882209343 -5.6833683617|26.2072317401 -4.00718271698 -3.45715837942 -4.00718271698 35.2583485918 -3.87000436884 -3.45715837942 -3.87000436884 33.3953736943|
|9|2127.65907557|1.39016148895 -19.1445720096 -27.4210398077|19.8546251431 10.1623077191 -0.786008074124 10.1623077191 48.7774859793 -0.409845290462 -0.786008074124 -0.409845290462 35.6747824142|
|10|854.794513515|10.9614982424 11.6034813171 -32.2776592692|53.401109754 -3.27916475431 -11.3340930685 -3.27916475431 78.3282673149 8.20675708202 -11.3340930685 8.20675708202 38.1832852836|
|11|704.182305904|-7.5437215772 15.4029202562 -19.0686556308|40.2631100332 15.4812889713 -14.3709564879 15.4812889713 93.6518856357 -2.54991059239 -14.3709564879 -2.54991059239 47.8019377967|
|12|383.660565271|1.52220965445 10.8146272482 -22.0168718144|75.926255596 0.847041147492 -33.7399033567 0.847041147492 94.5969168719 0.523016886333 -33.7399033567 0.523016886333 76.5869993775|
|13|2637.28969425|-5.5445794237 -2.49216071657 -1.50560602628|42.8551163912 -11.143024017 -11.6202151613 -11.143024017 63.1004703102 20.0970176227 -11.6202151613 20.0970176227 30.3363163281|
|14|379.162837899|-6.02157356725 1.45838020109 -10.6312364159|59.7672452462 -0.392155518758 -9.42458167292 -0.392155518758 73.6786937194 -1.46165985055 -9.42458167292 -1.46165985055 64.5259490349|
|15|679.889192112|-5.29745080996 -5.57295262041 -21.4191222686|52.7379111701 -13.3380169155 -15.0940279743 -13.3380169155 58.6617765363 6.72064681304 -15.0940279743 6.72064681304 33.3601035163|
|16|1172.48659209|5.9852122783 12.7620019241 -16.3368645298|44.2152271691 10.7814490918 -41.0909552914 10.7814490918 64.7701525296 -32.3885084662 -41.0909552914 -32.3885084662 89.7670279954|
|17|478.92365174|5.10912298251 -4.0433077363 -25.3830611229|53.5667649528 17.6474070641 -35.4231513555 17.6474070641 54.7729966666 -12.5870740474 -35.4231513555 -12.5870740474 79.8005180367|
|18|521.872809915|6.52264224538 13.4630689275 -26.2633210034|64.1093270505 -16.2215811257 -25.9201365402 -16.2215811257 89.4856372594 16.9996584133 -25.9201365402 16.9996584133 62.9473095352|
|19|967.314898415|-9.09433886937 -4.96412738694 -19.1596163654|51.6059217942 -18.3647563506 -21.1801247217 -18.3647563506 52.7203133859 9.56956911219 -21.1801247217 9.56956911219 41.2852388059|
|20|874.026655583|10.5326932343 -0.974175858817 -31.9724929664|44.8740989467 26.8923267186 -13.2837972532 26.8923267186 76.3722589448 -12.8434940448 -13.2837972532 -12.8434940448 41.306474993|
|21|1479.26236506|0.321093222501 0.193068509171 -7.46288629583|34.9668979026 7.16158956858 -13.8739123706 7.16158956858 72.5710095624 -5.76007210475 -13.8739123706 -5.76007210475 42.2493419728|
|22|1323.55095319|-1.20349161405 24.982189533 -18.3675531531|51.5926778115 -2.90216933481 -12.1097570024 -2.90216933481 46.6643712834 -5.66276350656 -12.1097570024 -5.66276350656 41.3754550576|
|23|392.699116665|8.78311330614 6.54070761589 -29.1840544363|60.9972404267 6.94821073183 -21.2892898278 6.94821073183 94.4028589428 -0.933098922732 -21.2892898278 -0.933098922732 50.1413975023|
|24|1309.69950395|1.02239153475 17.7353875224 -13.8704498498|48.2343391089 -5.89991270014 -17.3732303877 -5.89991270014 78.459294354 -24.9176947706 -17.3732303877 -24.9176947706 51.3247117679|
|25|386.903432174|-2.26971751011 4.85382930245 -22.8092505376|78.2816027313 2.66328679758 -38.4429013137 2.66328679758 101.607168534 -7.1844238371 -38.4429013137 -7.1844238371 63.8142416521|
|26|835.402355766|-15.1769632941 4.58956432485 -9.99737390428|37.3186605395 14.6607266526 -11.1371170641 14.6607266526 46.4437372589 -12.5625308551 -11.1371170641 -12.5625308551 54.183889231|
|27|364.069714065|-3.10520495221 8.52566537379 -15.81523889|64.5490449689 9.94564752142 -19.7269536444 9.94564752142 102.359963356 -17.2267210018 -19.7269536444 -17.2267210018 74.4569483175|
|28|1426.3633959|-0.626215142161 -13.8606484228 -24.2718051039|26.9595550049 -0.892239995909 -1.42498641282 -0.892239995909 55.462780134 19.9209672954 -1.42498641282 19.9209672954 46.3104452709|
|29|1055.68015454|12.4378396706 5.33195072813 -33.3991111392|49.3226472744 -10.8622736109 -2.72377466765 -10.8622736109 73.0240526661 2.43279901148 -2.72377466765 2.43279901148 34.8729728261|
