Model_index Run_id Replica_id Frame_id CrossLinkingMassSpectrometryRestraint_Distance_ GaussianEMRestraint_None SAXSRestraint_Score ConnectivityRestraint_None CrossLinkingMassSpectrometryRestraint_Data_Score ExcludedVolumeSphere_None Total_Score
2773 2 2 3539 1.00 2.98 910.32 0.07 96.06 6.06 91.31
2774 2 2 3546 1.00 2.59 832.63 1.53 98.84 3.62 92.73
2775 2 2 3547 1.00 2.74 768.80 0.48 97.01 2.95 89.53
2776 2 2 3548 1.00 2.78 768.96 0.94 94.94 4.82 89.62
2777 2 2 3549 1.00 2.65 758.59 2.38 95.61 4.37 91.40
2778 2 2 3558 1.00 2.54 857.06 0.00 94.94 6.64 92.51
2779 2 2 3559 1.00 2.54 808.35 3.58 94.94 6.17 93.94
2780 2 2 3564 1.00 2.41 898.88 2.13 97.10 1.39 89.17
2781 2 2 3573 1.00 2.53 913.98 1.30 98.31 2.08 90.35
2782 2 2 3574 1.00 2.49 868.15 1.56 97.63 3.16 91.09
2783 2 2 3575 1.00 2.50 843.35 4.24 97.63 2.01 92.56
2784 2 2 3576 1.00 2.50 833.53 0.52 97.63 3.04 89.83
2785 2 2 3577 1.00 2.50 867.19 0.60 97.55 3.91 93.67
2786 2 2 3582 1.00 3.01 919.72 0.47 96.96 4.39 90.96
2787 2 2 3585 1.00 2.92 895.30 3.66 94.94 6.60 94.25
2788 2 2 3586 1.00 2.75 908.16 0.66 96.30 3.37 89.75
2789 2 2 3587 1.00 2.47 891.36 1.21 94.97 4.75 89.57
2790 2 2 3588 1.00 2.47 840.51 0.39 95.92 7.07 91.99
2791 2 2 3589 1.00 2.35 901.94 2.37 95.10 5.67 91.91
2792 2 2 3590 1.00 2.15 797.99 5.73 94.98 6.33 95.36
2793 2 2 3591 1.00 2.18 760.02 4.10 95.31 6.67 94.43
2794 2 2 3602 1.00 1.92 927.35 0.28 96.56 7.85 92.75
2795 2 2 3607 1.00 1.73 855.49 1.78 95.47 6.47 91.59
2796 2 2 3609 1.00 1.71 915.62 1.23 98.43 6.46 95.18
2797 2 2 3659 1.00 1.21 922.50 0.19 98.21 4.11 91.38
2798 2 2 3667 1.00 1.14 881.12 0.76 95.87 3.65 88.33
2799 2 2 3669 1.00 1.08 897.36 4.48 97.86 3.21 92.86
2800 2 2 3670 1.00 1.08 925.52 0.62 97.86 4.31 92.63
2801 2 2 3780 1.00 2.15 869.55 1.22 98.63 2.89 91.03
2802 2 2 3781 1.00 2.12 902.24 0.23 98.61 4.27 91.46
2803 2 2 3782 1.00 2.21 914.12 1.91 97.20 4.31 91.78
2804 2 2 3783 1.00 2.21 927.75 0.90 97.20 3.37 89.82
2805 2 2 5631 1.00 3.01 909.23 0.97 97.15 3.78 91.06
2806 2 2 5636 1.00 2.76 910.05 0.27 97.90 4.19 92.32
2807 2 2 5879 1.00 2.97 893.01 3.28 96.08 3.70 92.31
2808 2 2 5880 1.00 2.96 922.36 0.00 96.08 2.69 87.87
2809 2 2 9313 1.00 3.00 836.15 0.72 96.95 5.81 92.61
2810 2 2 9314 1.00 2.89 861.48 0.32 96.24 7.93 93.51
2811 2 2 9315 1.00 2.98 925.34 4.40 95.88 10.32 99.71
2812 2 2 9571 1.00 3.05 837.83 1.33 102.41 5.31 98.23
2813 2 2 11439 1.00 2.92 876.38 1.42 95.02 6.19 91.69
2814 2 2 11440 1.00 2.91 783.86 1.40 95.02 4.51 89.98
2815 2 2 11441 1.00 2.91 874.36 0.40 95.02 6.07 90.53
2816 2 2 11442 1.00 3.02 695.85 5.76 95.12 5.33 95.37
2817 2 2 11443 1.00 3.07 687.34 2.47 94.94 5.76 93.67
2818 2 2 11444 1.00 3.04 823.53 0.75 95.02 9.94 95.20
2819 2 2 11445 1.00 3.04 839.86 1.17 95.02 10.54 96.00
2820 2 2 11446 1.00 3.06 909.47 2.29 95.02 4.65 91.22
2821 2 2 12020 1.00 2.43 816.97 2.22 96.09 8.13 95.01
2822 2 2 12021 1.00 2.43 914.08 0.67 96.09 4.98 90.31
2823 2 2 12026 1.00 2.44 878.00 0.70 98.35 2.12 89.75
2824 2 2 12027 1.00 2.36 880.61 1.21 97.71 1.94 89.36
2825 2 2 12028 1.00 2.38 873.05 2.14 97.71 4.09 92.46
2826 2 2 12029 1.00 2.37 900.33 2.37 97.71 1.83 90.42
2827 2 2 12030 1.00 2.37 905.38 2.34 95.73 4.53 91.10
2828 2 2 12033 1.00 2.42 924.18 1.78 97.08 3.71 91.16
2829 2 2 12036 1.00 2.61 875.95 1.88 96.66 3.86 92.71
2830 2 2 12039 1.00 2.70 892.35 0.79 95.60 4.67 89.90
2831 2 2 12040 1.00 2.70 881.30 2.80 94.94 4.33 90.91
2832 2 2 12041 1.00 2.72 892.64 1.10 95.74 4.94 91.17
2833 2 2 12042 1.00 2.72 865.47 2.39 94.99 4.19 91.79
2834 2 2 12043 1.00 2.73 879.08 1.96 94.99 5.06 92.92
2835 2 3 1434 1.00 3.04 723.16 0.31 95.68 4.63 93.27
2836 2 3 1435 1.00 3.05 732.57 2.86 95.68 7.18 94.90
2837 2 3 1438 1.00 3.06 879.33 2.12 95.21 5.04 91.57
2838 2 3 1439 1.00 3.10 826.50 0.46 95.21 10.54 95.45
2839 2 3 1484 1.00 0.83 929.65 1.37 96.07 5.69 90.54
2840 2 3 1489 1.00 1.57 924.32 0.54 101.10 6.58 95.92
2841 2 3 1493 1.00 1.43 886.14 1.65 95.44 6.83 91.50
2842 2 3 1541 1.00 2.48 840.44 0.57 96.44 5.16 91.11
2843 2 3 1542 1.00 2.55 835.37 2.16 95.48 4.01 90.33
2844 2 3 1543 1.00 2.54 850.09 0.00 95.48 5.98 90.89
2845 2 4 1554 1.00 3.10 900.40 0.66 96.37 2.41 89.28
2846 2 4 4883 1.00 2.97 720.25 0.80 101.16 2.26 93.46
2847 2 4 4884 1.00 2.85 716.43 0.07 95.80 4.33 89.60
2848 2 4 4885 1.00 2.88 727.27 0.30 95.29 6.45 91.06
2849 2 4 4886 1.00 3.01 703.54 2.09 97.65 2.27 91.21
2850 2 4 5028 1.00 2.99 884.26 0.55 97.27 2.50 90.97
2851 2 4 5029 1.00 3.04 838.56 2.01 96.14 4.11 91.45
2852 2 4 5030 1.00 3.04 874.39 1.93 96.14 3.20 91.23
2853 2 4 5031 1.00 3.02 848.53 1.26 96.14 3.10 90.51
2854 2 4 5039 1.00 3.09 922.59 0.58 94.94 7.53 92.56
2855 2 4 5173 1.00 3.09 838.44 5.79 95.02 4.16 95.46
2856 2 4 5274 1.00 3.03 929.41 1.84 97.29 6.53 97.44
2857 2 4 5275 1.00 2.93 928.55 1.91 100.28 2.07 93.36
2858 2 4 5276 1.00 2.87 897.38 0.60 96.06 7.62 93.91
2859 2 4 10670 1.00 3.09 852.61 1.13 95.63 2.84 89.29
2860 2 4 10673 1.00 3.09 881.27 3.51 97.24 2.31 92.79
2861 2 4 10674 1.00 3.09 835.63 0.08 97.24 2.49 90.89
2862 2 4 10685 1.00 2.90 810.39 0.40 95.57 3.85 88.88
2863 2 4 10686 1.00 2.93 810.74 0.76 95.57 2.63 88.44
2864 2 4 10687 1.00 2.91 799.29 1.31 95.57 3.95 89.88
2865 2 4 10688 1.00 2.93 807.02 0.11 95.57 2.25 86.99
2866 2 4 10689 1.00 2.93 765.09 1.29 96.24 2.41 91.23
2867 2 4 10690 1.00 2.93 746.75 1.69 96.24 3.81 92.05
2868 2 4 10691 1.00 2.92 768.11 0.46 96.24 3.73 89.50
2869 2 4 10692 1.00 2.94 784.20 0.60 96.24 4.80 91.05
2870 2 4 10693 1.00 2.99 716.34 0.70 95.22 2.53 87.58
2871 2 4 10694 1.00 2.98 783.78 2.20 95.22 4.36 91.60
2872 2 4 10695 1.00 3.03 853.78 0.68 98.09 4.41 92.38
2873 2 4 10696 1.00 3.07 865.78 5.27 103.03 0.60 98.11
2874 2 4 10697 1.00 3.06 840.86 3.11 96.57 5.08 93.95
2875 2 4 10698 1.00 3.06 844.89 1.54 97.69 3.73 92.18
2876 2 4 10699 1.00 3.06 884.02 3.97 97.69 3.75 95.22
2877 2 4 10701 1.00 3.00 864.54 1.45 99.86 3.36 93.81
2878 2 4 10705 1.00 2.96 764.31 5.11 94.94 4.17 93.74
2879 2 4 10706 1.00 3.02 714.10 3.91 96.30 4.29 94.91
2880 2 4 10707 1.00 2.90 869.47 6.77 95.90 2.91 94.62
2881 2 4 10708 1.00 2.91 883.15 3.09 95.90 3.88 92.34
2882 2 4 10709 1.00 2.91 912.38 0.48 95.90 2.51 87.97
2883 2 4 10710 1.00 2.91 909.30 2.47 95.03 4.27 90.84
2884 2 4 10719 1.00 3.10 920.16 1.60 96.75 7.64 95.29
2885 2 4 10765 1.00 3.06 896.92 1.38 94.94 6.15 91.66
2886 2 5 2794 1.00 3.09 901.61 3.86 94.94 5.21 93.24
2887 2 5 4754 1.00 3.08 819.98 0.89 100.42 4.90 95.70
2888 2 5 4755 1.00 3.04 853.16 3.47 100.42 1.87 94.93
2889 2 5 4756 1.00 3.10 809.55 3.90 99.92 4.56 97.62
2890 2 5 4928 1.00 3.01 908.54 1.88 95.19 6.46 93.00
2891 2 5 5021 1.00 2.84 922.94 0.86 95.95 9.14 94.93
2892 2 5 8192 1.00 3.09 927.84 0.51 96.76 5.78 93.44
2893 2 5 8193 1.00 3.09 853.45 1.68 95.11 12.90 98.92
2894 2 5 8293 1.00 2.97 880.20 0.17 96.46 8.46 94.20
2895 2 5 8297 1.00 3.09 864.05 3.06 96.64 7.02 95.94
2896 2 5 8300 1.00 3.10 879.25 1.34 94.94 11.52 97.03
2897 2 5 8301 1.00 2.89 909.05 1.44 95.65 3.97 90.09
2898 2 5 8307 1.00 2.97 898.49 2.18 94.96 6.24 95.24
2899 2 5 8315 1.00 3.09 892.63 1.66 97.07 3.85 93.11
2900 2 5 8701 1.00 2.54 917.16 1.16 95.12 7.36 92.31
2901 2 5 8702 1.00 2.54 900.46 1.25 95.60 3.41 90.37
2902 2 5 8703 1.00 2.54 873.46 1.54 95.60 1.70 87.52
2903 2 5 8704 1.00 2.54 856.20 5.47 95.60 3.23 93.34
2904 2 5 8712 1.00 2.60 875.35 0.72 95.94 4.60 90.18
2905 2 5 8713 1.00 2.55 919.44 0.00 98.03 3.15 89.87
2906 2 5 8737 1.00 2.95 916.74 1.09 98.43 1.33 90.00
2907 2 5 8738 1.00 3.04 907.25 0.51 95.89 2.45 88.14
2908 2 5 8850 1.00 2.61 758.81 0.81 95.26 10.20 95.01
2909 2 5 8851 1.00 2.60 808.61 0.15 95.26 5.49 89.64
2910 2 5 8852 1.00 2.62 846.39 0.14 95.18 7.84 91.92
2911 2 5 8853 1.00 2.63 880.55 0.74 94.97 7.30 91.79
2912 2 5 8904 1.00 2.39 915.77 1.06 95.00 6.47 91.06
2913 2 5 8905 1.00 2.49 899.78 0.00 95.19 5.62 89.44
2914 2 5 8906 1.00 2.55 876.85 0.68 94.94 4.37 89.87
2915 2 5 8907 1.00 2.59 805.78 2.07 94.94 8.17 94.19
2916 2 5 8908 1.00 2.57 768.74 2.27 95.40 7.79 94.36
2917 2 5 8909 1.00 2.62 878.46 1.20 95.02 5.43 90.42
2918 2 5 8936 1.00 2.85 902.58 2.97 95.24 3.44 90.63
2919 2 5 8938 1.00 2.78 886.68 1.94 96.17 3.99 91.01
2920 2 5 8939 1.00 2.77 874.75 4.67 96.17 3.94 93.79
2921 2 5 8942 1.00 3.04 851.23 0.22 99.64 4.87 93.91
2922 2 5 8961 1.00 3.05 857.72 0.11 95.98 11.74 97.03
2923 2 5 8962 1.00 3.04 899.50 3.82 96.70 2.99 92.69
2924 2 5 8963 1.00 2.93 865.58 2.17 96.86 1.04 89.14
2925 2 5 8964 1.00 2.96 788.47 1.03 96.36 2.36 88.84
2926 2 5 8965 1.00 2.95 818.30 1.88 96.36 5.08 93.57
2927 2 5 8966 1.00 2.91 830.09 1.55 95.74 4.39 90.74
2928 2 5 8967 1.00 2.67 850.72 1.90 99.52 6.31 97.81
2929 2 5 8989 1.00 3.09 773.43 0.34 97.00 5.81 93.36
2930 2 5 8993 1.00 2.99 762.19 0.00 96.46 9.44 96.59
2931 2 5 8994 1.00 3.08 772.14 1.13 98.20 2.16 90.88
2932 2 5 9000 1.00 2.98 771.83 0.00 95.83 8.96 93.91
2933 2 5 9001 1.00 2.99 771.40 0.00 95.83 7.54 93.35
2934 2 5 9002 1.00 2.84 761.97 1.41 100.79 5.15 96.33
2935 2 5 9003 1.00 2.85 773.25 0.13 98.93 5.98 94.31
2936 2 5 9033 1.00 2.76 926.66 0.55 95.39 6.11 90.93
2937 2 5 9060 1.00 2.89 901.73 3.48 95.57 2.42 90.50
2938 2 5 9061 1.00 2.87 920.58 4.38 95.57 2.10 91.51
2939 2 5 9063 1.00 2.89 913.42 0.96 95.57 1.65 87.22
2940 2 5 9147 1.00 2.89 870.28 1.47 95.62 5.70 91.81
2941 2 5 9148 1.00 2.83 814.61 4.73 95.41 5.21 94.36
2942 2 5 9149 1.00 2.74 865.28 1.20 97.75 4.26 92.08
2943 2 5 9150 1.00 2.79 834.02 1.03 96.99 7.37 94.57
2944 2 5 9493 1.00 2.77 908.22 1.38 96.14 3.68 90.13
2945 2 5 9495 1.00 2.81 899.82 3.30 95.81 6.16 94.21
2946 2 5 9496 1.00 2.77 918.43 2.74 97.77 6.34 95.90
2947 2 5 9607 1.00 2.92 916.70 0.09 95.62 4.45 90.27
2948 2 5 9608 1.00 2.93 907.20 1.46 95.62 5.63 91.82
2949 2 5 9680 1.00 3.08 896.79 0.07 96.96 5.70 93.61
2950 2 5 10199 1.00 3.00 923.46 1.16 96.42 6.28 94.37
2951 2 5 10206 1.00 2.77 907.21 0.01 98.62 8.61 96.66
2952 2 5 10219 1.00 3.01 901.35 0.54 95.41 2.01 87.11
2953 2 5 10224 1.00 2.91 881.71 3.20 95.41 10.61 98.26
2954 2 5 10225 1.00 2.91 766.91 1.07 96.69 3.34 90.14
2955 2 5 10226 1.00 2.97 755.46 2.30 97.18 4.75 93.34
2956 2 5 10227 1.00 3.05 758.43 2.80 96.60 2.72 91.97
2957 2 5 10228 1.00 3.05 837.97 1.29 96.02 1.36 87.86
2958 2 5 10229 1.00 3.04 811.44 3.00 96.02 3.99 92.19
2959 2 5 11350 1.00 2.80 922.53 0.48 96.43 5.42 91.53
2960 2 5 11353 1.00 2.78 923.72 0.01 98.71 1.19 88.91
2961 2 5 11357 1.00 2.70 830.35 1.06 95.97 1.75 88.18
2962 2 5 11358 1.00 2.68 782.06 3.16 97.29 2.89 92.54
2963 2 5 11359 1.00 2.62 779.08 3.05 96.91 3.92 95.82
2964 2 5 11360 1.00 2.62 794.49 0.33 97.26 1.85 88.20
2965 2 5 11361 1.00 2.62 754.98 2.37 97.26 6.24 96.37
2966 2 5 11362 1.00 2.62 797.05 0.18 97.26 5.73 93.59
2967 2 5 11363 1.00 2.98 794.16 1.16 98.01 2.51 90.79
2968 2 5 11364 1.00 2.96 851.15 8.70 99.87 3.62 101.28
2969 2 5 11365 1.00 2.97 815.31 0.75 98.58 6.89 95.32
2970 2 5 11366 1.00 2.96 811.44 1.75 98.58 4.55 94.42
2971 2 5 11367 1.00 3.04 830.24 0.06 96.86 4.62 90.77
2972 2 5 11368 1.00 3.03 799.59 3.63 96.86 3.41 96.81
2973 2 6 4265 1.00 3.04 818.39 3.46 95.48 6.37 94.79
2974 2 6 4266 1.00 3.06 802.88 0.87 95.58 2.85 88.49
2975 2 6 4268 1.00 3.08 816.53 1.21 96.87 1.70 90.00
2976 2 6 4286 1.00 3.09 829.43 0.26 95.06 2.58 87.40
2977 2 6 4287 1.00 3.07 870.06 0.42 95.06 2.32 87.27
2978 2 6 4288 1.00 3.08 916.96 0.00 95.06 1.96 86.25
2979 2 6 7141 1.00 3.03 861.70 0.23 96.62 3.44 89.67
2980 2 6 7142 1.00 2.95 826.24 0.53 96.73 6.52 92.87
2981 2 6 7143 1.00 3.00 879.78 1.39 99.42 2.63 92.58
2982 2 6 7144 1.00 2.98 829.20 0.00 97.67 3.78 91.55
2983 2 6 7145 1.00 2.97 835.78 0.08 97.67 1.95 88.81
2984 2 6 7146 1.00 2.98 882.19 0.05 97.67 2.01 89.27
2985 2 6 7147 1.00 2.97 914.74 2.38 96.06 5.89 93.44
2986 2 6 7153 1.00 2.87 871.27 1.56 95.44 2.20 88.22
2987 2 6 7185 1.00 3.04 884.65 1.59 95.10 5.73 91.59
2988 2 6 7186 1.00 3.01 815.24 0.04 94.94 6.59 90.72
2989 2 6 7188 1.00 3.10 920.07 5.00 95.12 8.77 98.12
2990 2 6 7189 1.00 3.05 872.49 1.50 95.61 4.47 90.79
2991 2 6 7190 1.00 3.02 803.93 3.33 98.48 1.50 92.46
2992 2 6 7191 1.00 3.08 791.65 1.73 98.80 1.45 91.20
2993 2 6 7192 1.00 3.09 873.47 0.23 98.05 3.27 92.32
2994 2 6 7194 1.00 3.02 784.19 2.41 97.08 3.27 93.96
2995 2 6 7195 1.00 3.03 785.70 0.90 97.08 3.52 91.00
2996 2 6 7196 1.00 3.04 835.43 1.55 96.51 1.37 88.71
2997 2 6 8035 1.00 2.88 833.59 0.11 97.50 2.84 90.98
2998 2 6 8036 1.00 2.89 836.49 3.57 97.50 3.80 94.34
2999 2 6 8037 1.00 2.91 772.42 3.54 96.64 3.40 92.63
3000 2 6 8038 1.00 2.92 788.68 0.56 96.64 2.63 88.89
3001 2 6 8039 1.00 2.83 845.23 0.83 95.55 3.03 88.39
3002 2 6 8040 1.00 2.82 779.51 2.01 95.55 2.59 90.35
3003 2 6 8041 1.00 2.82 800.58 0.80 95.55 5.90 91.24
3004 2 6 8042 1.00 2.82 848.31 2.92 95.45 2.46 89.78
3005 2 6 8043 1.00 2.82 824.56 0.96 95.45 3.91 90.09
3006 2 6 8044 1.00 2.72 837.86 0.59 95.45 5.20 90.46
3007 2 6 8045 1.00 2.69 776.26 1.73 95.57 1.97 88.09
3008 2 6 8046 1.00 2.71 819.22 0.07 95.57 3.15 87.80
3009 2 6 8047 1.00 2.66 733.65 2.30 95.14 6.61 93.03
3010 2 6 8048 1.00 2.69 798.94 2.31 95.18 2.70 89.01
3011 2 6 8049 1.00 2.73 878.65 5.63 96.21 5.26 97.78
3012 2 6 8050 1.00 2.78 850.74 0.32 96.15 5.25 90.64
3013 2 6 8051 1.00 2.86 802.23 0.01 96.56 5.05 91.28
3014 2 6 8052 1.00 2.83 772.56 0.00 99.32 1.15 89.44
3015 2 6 8053 1.00 2.94 730.96 0.45 96.13 2.04 87.70
3016 2 6 8054 1.00 2.92 779.79 2.15 95.20 4.31 90.72
3017 2 6 8055 1.00 2.89 775.94 1.19 96.74 0.87 87.83
3018 2 6 8056 1.00 2.89 779.26 0.67 96.74 1.15 87.59
3019 2 6 8057 1.00 2.91 762.14 1.35 95.31 4.38 93.54
3020 2 6 8058 1.00 2.93 841.66 0.03 95.31 5.32 89.75
3021 2 6 8059 1.00 2.91 796.82 0.30 95.12 2.44 86.93
3022 2 6 8060 1.00 2.91 842.91 1.84 95.12 2.29 88.30
3023 2 6 8061 1.00 2.90 828.12 6.05 95.12 2.83 93.04
3024 2 6 8062 1.00 2.89 907.04 2.93 95.14 4.17 92.49
3025 2 6 8067 1.00 2.81 858.73 0.58 95.01 10.84 97.55
3026 2 6 8068 1.00 2.88 914.31 1.62 95.41 7.58 93.62
3027 2 6 8176 1.00 3.08 897.75 2.08 98.52 3.21 93.07
3028 2 6 8177 1.00 3.09 850.25 1.73 98.52 4.92 94.70
3029 2 6 8178 1.00 3.07 795.93 0.65 97.21 3.86 90.93
3030 2 6 8179 1.00 3.02 791.86 2.63 96.29 4.99 93.13
3031 2 6 9920 1.00 2.91 653.23 2.22 96.95 3.61 91.90
3032 2 6 9921 1.00 2.87 684.21 0.00 96.17 2.46 87.63
3033 2 6 9922 1.00 2.46 755.13 0.19 95.12 4.78 90.09
3034 2 6 9923 1.00 2.42 805.97 2.62 94.96 6.76 92.89
3035 2 6 9925 1.00 2.41 884.98 0.67 96.56 3.96 89.74
3036 2 6 9926 1.00 2.45 812.02 0.11 94.97 11.53 95.19
3037 2 6 9928 1.00 2.36 873.17 2.33 97.01 1.42 89.26
3038 2 6 9930 1.00 2.30 739.09 2.61 96.14 2.47 89.64
3039 2 6 9931 1.00 2.24 772.50 1.01 97.30 2.73 89.41
3040 2 6 9932 1.00 2.35 672.34 0.00 95.99 3.08 87.92
3041 2 6 9933 1.00 2.38 712.92 0.80 96.47 2.27 89.57
3042 2 6 9934 1.00 2.26 691.86 1.53 95.03 6.01 90.98
3043 2 6 9935 1.00 2.07 780.95 1.96 95.17 3.33 89.57
3044 2 6 9940 1.00 1.74 914.94 0.01 95.52 4.55 88.10
3045 2 6 9942 1.00 1.81 754.70 0.07 95.31 4.37 87.82
3046 2 6 9943 1.00 1.80 776.58 0.73 95.54 3.00 87.22
3047 2 6 9944 1.00 1.81 821.74 2.63 95.54 3.96 90.08
3048 2 6 9945 1.00 1.75 831.39 1.27 97.77 6.75 93.68
3049 2 6 9946 1.00 2.00 866.82 0.65 95.34 5.45 89.57
3050 2 6 9958 1.00 2.18 910.57 0.76 96.80 5.92 91.79
3051 2 6 9965 1.00 1.95 802.57 0.01 95.23 6.25 91.68
3052 2 6 9966 1.00 1.94 687.79 0.30 94.94 4.63 87.94
3053 2 6 9967 1.00 2.20 673.77 1.23 96.08 4.53 95.57
3054 2 6 9975 1.00 2.23 855.28 0.08 97.26 7.64 94.05
3055 2 6 9976 1.00 2.25 871.14 4.13 95.25 6.14 95.07
3056 2 6 9978 1.00 2.29 867.01 1.06 98.34 6.41 94.87
3057 2 6 9982 1.00 2.38 890.80 0.12 96.05 3.40 88.08
3058 2 6 9983 1.00 2.38 844.88 0.84 96.05 6.21 91.62
3059 2 6 9984 1.00 2.41 874.86 2.49 96.05 12.59 99.72
3060 2 6 9987 1.00 1.96 753.61 2.36 94.96 6.73 92.13
3061 2 6 9988 1.00 1.95 681.71 1.74 94.96 6.75 92.88
3062 2 6 9989 1.00 1.74 814.13 1.52 96.53 9.09 96.37
3063 2 6 9992 1.00 1.22 809.20 3.23 97.12 5.93 93.63
3064 2 6 9993 1.00 1.23 778.44 0.75 97.12 5.77 91.92
3065 2 6 9994 1.00 1.10 766.95 0.22 98.18 5.87 91.62
3066 2 6 9995 1.00 1.10 794.79 1.41 98.18 5.01 91.83
3067 2 6 9996 1.00 1.10 801.67 0.00 98.18 3.67 89.09
3068 2 6 9997 1.00 1.10 827.28 2.03 98.18 4.10 91.54
3069 2 6 9998 1.00 1.12 877.99 0.16 99.77 3.56 90.75
3070 2 6 10012 1.00 1.40 922.60 0.81 97.73 2.86 89.84
3071 2 6 10013 1.00 1.42 893.82 0.72 99.26 1.65 89.20
3072 2 6 10014 1.00 1.43 909.55 1.19 98.80 7.97 95.53
3073 2 6 10015 1.00 1.42 871.09 2.97 98.80 6.76 96.91
3074 2 6 10036 1.00 2.29 894.83 1.59 96.97 3.87 92.27
3075 2 6 10037 1.00 2.25 910.11 0.63 95.34 4.52 88.88
3076 2 6 10038 1.00 2.08 880.02 0.84 95.38 5.08 89.81
3077 2 6 10039 1.00 2.10 911.25 1.64 95.38 5.48 91.35
3078 2 6 10040 1.00 2.21 927.16 0.30 97.93 9.62 96.55
3079 2 6 10041 1.00 2.03 927.25 5.59 96.45 10.36 100.58
3080 2 6 10042 1.00 2.02 927.77 0.63 96.45 8.62 93.91
3081 2 6 10043 1.00 2.15 919.27 0.02 100.37 3.69 92.35
3082 2 6 10045 1.00 2.15 868.95 1.25 97.59 5.57 92.70
3083 2 6 10046 1.00 2.14 927.74 7.37 97.59 4.31 97.55
3084 2 6 10047 1.00 2.12 785.05 4.28 96.59 5.89 96.36
3085 2 6 10048 1.00 2.09 785.75 3.92 96.12 4.19 92.47
3086 2 6 10049 1.00 2.10 790.33 0.90 96.12 5.37 92.51
3087 2 6 10050 1.00 2.07 797.72 0.23 96.81 5.43 92.75
3088 2 6 10051 1.00 1.87 836.18 0.32 97.37 4.63 90.38
3089 2 6 10052 1.00 1.87 821.52 1.74 97.37 6.96 94.07
3090 2 6 10053 1.00 1.68 846.12 0.00 95.86 5.29 89.25
3091 2 6 10054 1.00 1.76 803.56 1.47 97.20 3.70 90.27
3092 2 6 10055 1.00 1.72 843.09 0.00 96.39 4.12 88.36
3093 2 6 10056 1.00 1.71 846.15 1.74 96.39 4.13 90.32
3094 2 6 10057 1.00 1.39 852.70 3.49 95.09 7.59 93.70
3095 2 6 10058 1.00 1.38 836.18 2.23 95.09 4.21 89.07
3096 2 6 10059 1.00 1.31 875.57 0.00 95.66 5.51 88.63
3097 2 6 10060 1.00 1.30 861.10 0.16 95.66 3.74 87.49
3098 2 6 10061 1.00 1.32 896.62 0.57 95.61 7.82 91.46
3099 2 6 10063 1.00 1.32 889.05 1.14 95.61 4.62 88.83
3100 2 6 10064 1.00 1.33 926.91 0.00 95.61 6.43 89.69
3101 2 6 10079 1.00 1.20 912.42 0.88 96.31 4.89 89.42
3102 2 6 10211 1.00 1.39 912.07 0.00 95.24 3.22 86.16
3103 2 6 10264 1.00 1.46 901.58 1.83 95.43 2.30 88.47
3104 2 6 10265 1.00 1.48 888.88 1.31 95.21 2.68 86.82
3105 2 6 10322 1.00 2.79 827.35 3.41 95.75 2.92 91.11
3106 2 6 10323 1.00 2.80 782.33 1.82 95.75 5.36 91.86
3107 2 6 10324 1.00 2.83 758.11 2.75 96.17 7.07 94.96
3108 2 6 10325 1.00 2.83 719.23 0.08 96.17 5.17 90.39
3109 2 6 10326 1.00 2.83 784.26 1.80 96.17 5.46 92.40
3110 2 6 10327 1.00 2.84 760.96 3.35 96.17 6.07 94.57
3111 2 6 10328 1.00 2.83 780.98 3.42 96.17 3.94 92.51
3112 2 6 10329 1.00 2.78 773.96 0.10 95.10 6.18 90.48
3113 2 6 10330 1.00 2.77 804.87 1.17 95.10 4.75 89.93
3114 2 6 10331 1.00 2.78 763.90 0.02 95.10 8.07 92.10
3115 2 6 10332 1.00 2.90 743.91 1.66 98.50 4.40 93.60
3116 2 6 10333 1.00 2.99 814.64 1.76 95.89 7.46 94.32
3117 2 6 10334 1.00 3.00 896.98 0.17 96.26 2.52 88.09
3118 2 6 10335 1.00 3.00 854.58 2.09 96.26 2.77 90.58
3119 2 6 10336 1.00 3.02 860.54 0.41 96.32 3.09 88.98
3120 2 6 10338 1.00 3.06 807.52 3.14 95.19 3.03 90.56
3121 2 6 10339 1.00 3.07 799.66 2.09 95.19 5.00 91.76
3122 2 6 10760 1.00 1.97 888.32 0.82 97.19 2.77 88.88
3123 2 6 10762 1.00 1.89 871.48 0.00 95.48 4.42 87.92
3124 2 6 10763 1.00 1.90 843.84 0.05 94.94 6.11 89.13
3125 2 6 10963 1.00 1.94 921.93 0.03 96.26 2.95 89.83
3126 2 6 10970 1.00 2.80 887.26 3.16 95.89 2.56 90.54
3127 2 6 10980 1.00 1.62 802.82 5.16 96.10 7.29 96.31
3128 2 6 10981 1.00 1.68 792.95 0.93 95.59 10.45 94.79
3129 2 6 10982 1.00 1.92 881.92 1.07 97.53 9.25 97.77
3130 2 6 10983 1.00 1.92 929.45 0.89 95.90 5.28 92.71
3131 2 6 10984 1.00 1.92 914.34 0.33 95.90 3.63 87.91
3132 2 6 10985 1.00 1.99 903.85 0.01 98.58 2.47 89.24
3133 2 6 10986 1.00 1.99 886.83 2.46 98.58 2.48 91.66
3134 2 6 10987 1.00 1.98 871.02 1.71 98.61 3.26 91.70
3135 2 6 11236 1.00 2.33 701.09 5.79 96.88 5.59 96.75
3136 2 6 11237 1.00 2.14 722.11 2.51 96.38 10.72 97.89
3137 2 6 11238 1.00 2.15 752.78 1.23 100.59 3.68 94.90
